user_id,date_of_first_purchase,purchased_lifetime,chapters_read_first_5_days,searches_first_5_days,questions_answered_first_5_days
am_204595,,false,8,2,0
am_190493,,false,8,0,0
am_191688,,false,8,1,0
am_188348,,false,8,22,0
am_189583,,false,8,8,0
am_196310,2019-11-13,false,8,0,0
am_195796,,false,8,0,0
am_189357,,false,8,2,0
am_191462,,false,8,0,0
am_192158,,false,8,13,0
am_190023,,false,8,0,0
am_197789,,false,8,15,0
am_197593,,false,8,5,0
am_186206,,false,8,16,0
am_197725,,false,8,0,0
am_190703,,false,8,0,0
am_192857,,false,8,23,0
am_207019,,false,8,18,0
am_193586,,false,8,0,0
am_185688,2019-01-28,false,8,9,0
am_192356,,false,8,2,0
am_192959,,false,8,0,0
am_185625,,false,8,0,0
am_187964,,false,8,7,0
am_187830,,false,8,0,0
am_188645,,false,8,0,0
am_193471,,false,8,0,0
am_202854,2019-11-04,false,8,14,0
am_205410,,false,8,0,0
am_187751,2019-09-04,false,8,16,0
